,Airline,Aircraft,FlightDuration,IsInternational,SeatsEconomy,SeatsPremium,PitchEconomy,PitchPremium,WidthEconomy,WidthPremium,PriceEconomy,PricePremium,PriceRelative,SeatsTotal,PitchDifference,WidthDifference,PercentPremiumSeats,month_num
154,0.0891424504411905,-0.6938886664887108,-0.8178438457558423,3.294214906749688,-0.43618229295120203,-0.3433846081597005,1.2203415971246543,-2.2152585307023327,0.30214763693816726,-1.3574718347119528,-0.5784013940541309,-0.8024152986338842,0.06,-0.4426124296814675,-2.0918114908168888,-1.3819704441419731,0.009871471272741896,-1.6399724330100203
299,0.0891424504411905,-0.6938886664887108,-0.7838761165905914,3.294214906749688,-1.02962758948345,-1.1475854203500837,1.2203415971246543,-2.968587680356687,-1.4558022507020787,-2.258697949043539,-0.6679259636601609,-0.8709531949153082,0.07,-1.0988227994913375,-2.6505591344407655,-1.3819704441419731,-0.4115922788643464,-1.6399724330100203
451,0.6484676296800335,-0.6938886664887108,-1.1999807988649145,-0.30356246580969853,-0.5548713522576516,-1.8786770677958868,-1.8186413684775924,1.5513872175694374,-1.4558022507020787,1.3462065082828054,-1.0105889714625513,-1.0182702823248058,0.65,-0.7941536992224694,1.8194220145502484,1.9121118063267895,-2.0531935856483057,0.2823395763790137
295,0.0891424504411905,1.4411533842457844,-1.5424887346145273,3.294214906749688,-1.1087536290210829,-1.1475854203500837,1.2203415971246543,-2.968587680356687,-1.4558022507020787,-2.258697949043539,-1.1412742627265262,-1.2561834395315878,0.09,-1.1691310533995378,-2.6505591344407655,-1.3819704441419731,-0.2977970663273327,0.2823395763790137
342,1.2077928089188765,-0.6938886664887108,-0.16113441522765887,-0.30356246580969853,-0.053739768519308964,-0.4164937729042808,1.2203415971246543,0.04472891826072941,-1.4558022507020787,-0.45624572038036676,1.630900340936057,1.014232848779492,0.07,-0.11450724477653255,-0.41556855994525854,0.26507068109240817,-0.45795329137942625,-0.6788164283155033
414,1.7671179881577195,1.4411533842457844,-0.35078756973364283,-0.30356246580969853,1.7002207745648903,0.1683795450523616,1.2203415971246543,0.04472891826072941,2.060097524578413,0.44498039395121936,-0.792437146675444,-0.6078306965475425,0.99,1.537736722066176,-0.41556855994525854,-0.5584498815247825,-0.9889976165521575,-0.6788164283155033
450,0.6484676296800335,-0.6938886664887108,-1.3641581564969603,-0.30356246580969853,-0.5548713522576516,-1.8786770677958868,-1.8186413684775924,1.5513872175694374,-1.4558022507020787,1.3462065082828054,-1.1351001544778343,-1.1592850344440575,0.77,-0.7941536992224694,1.8194220145502484,1.9121118063267895,-2.0531935856483057,1.2434955810735306
106,-1.0295079080364955,1.4411533842457844,1.6080181454624904,-0.30356246580969853,1.3045905768767252,1.5574536751993873,-0.299149885676469,0.04472891826072941,0.30214763693816726,-0.45624572038036676,0.49692245925967726,0.6431828585662656,0.47,1.4088382565678086,0.14317908367861823,-0.5584498815247825,0.19110088383168974,-0.6788164283155033
402,0.6484676296800335,-0.6938886664887108,-0.8687954395037185,-0.30356246580969853,-1.0560029359959944,-1.2938037498392445,-1.8186413684775924,1.5513872175694374,-1.4558022507020787,1.3462065082828054,-1.1536224792239096,-1.1884333351614447,0.74,-1.145694968763471,1.8194220145502484,1.9121118063267895,-0.6370753851876887,1.2434955810735306
63,-0.4701827287976525,1.4411533842457844,0.17005094413353705,-0.30356246580969853,-0.2515548673633916,1.0456895219873252,-0.299149885676469,0.04472891826072941,0.30214763693816726,1.3462065082828054,0.5535184515393514,1.0654393230127397,0.73,-0.055917033186365594,0.14317908367861823,1.0885912437095988,1.2953359091908614,0.2823395763790137
317,1.7671179881577195,-0.6938886664887108,1.8429616055221423,-0.30356246580969853,-0.2647425406196638,-0.4164937729042808,1.2203415971246543,0.04472891826072941,2.060097524578413,0.44498039395121936,-0.4950509326967928,-0.28956276439012535,0.77,-0.30199592186506685,-0.41556855994525854,-0.5584498815247825,-0.2619726475656799,-1.6399724330100203
392,0.6484676296800335,-0.6938886664887108,-0.9169163891544906,-0.30356246580969853,-1.0560029359959944,-1.2938037498392445,-1.8186413684775924,1.5513872175694374,-1.4558022507020787,1.3462065082828054,-1.006472899296757,-0.910342790479345,1.09,-1.145694968763471,1.8194220145502484,1.9121118063267895,-0.6370753851876887,-0.6788164283155033
403,0.6484676296800335,-0.6938886664887108,-1.1745050019909764,-0.30356246580969853,-1.0560029359959944,-1.2938037498392445,-1.8186413684775924,1.5513872175694374,-1.4558022507020787,1.3462065082828054,-0.9807474482605414,-1.0182702823248058,0.5,-1.145694968763471,1.8194220145502484,1.9121118063267895,-0.6370753851876887,0.2823395763790137
282,0.0891424504411905,-0.6938886664887108,-0.7838761165905914,3.294214906749688,-1.02962758948345,-1.1475854203500837,1.2203415971246543,-2.968587680356687,-1.4558022507020787,-2.258697949043539,-0.9385577085611481,-1.0781424675821416,0.12,-1.0988227994913375,-2.6505591344407655,-1.3819704441419731,-0.4115922788643464,-0.6788164283155033
89,0.6484676296800335,-0.6938886664887108,-1.2226259516417484,-0.30356246580969853,-0.8713755104081838,-0.4164937729042808,-1.8186413684775924,1.5513872175694374,-1.4558022507020787,1.3462065082828054,-0.9478188709341856,-0.9859708139622956,0.48,-0.8410258684946029,1.8194220145502484,1.9121118063267895,0.5093060151851917,-1.6399724330100203
415,1.7671179881577195,1.4411533842457844,-0.35078756973364283,-0.30356246580969853,1.7002207745648903,0.1683795450523616,1.2203415971246543,0.04472891826072941,2.060097524578413,0.44498039395121936,-0.792437146675444,-0.6078306965475425,0.99,1.537736722066176,-0.41556855994525854,-0.5584498815247825,-0.9889976165521575,0.2823395763790137
93,0.6484676296800335,-0.6938886664887108,-1.2226259516417484,-0.30356246580969853,-0.8713755104081838,-0.4164937729042808,-1.8186413684775924,1.5513872175694374,-1.4558022507020787,1.3462065082828054,-0.8346268863748374,-0.9134939581244679,0.33,-0.8410258684946029,1.8194220145502484,1.9121118063267895,0.5093060151851917,-0.6788164283155033
